wine,source_row,feature_group_id,split
red,49,f44d002f575ae952a7fb2ef5c32a2bf99b1b25dc7c87e015f4eec34bc45f247c,training
red,50,85b5adf0dd00f4ede71d27405e69dbdca0bb32eb52ec484a479e1c5f298e9fe7,training
red,51,69ad272ee19ddaefd9fcad2dd4a69875689478abcd7772ca01a7d883d08b4489,training
red,52,004be92dbea6c13aefeb12247ee094d19b8029d61f01880f4544e3d38a5d1911,final_evaluation
red,53,1c816c3e625468d816bae415ae982c3534bc740ac8859ce35c67712612e8f2c5,validation
red,54,f2f4d540a81488e6373cd217b0b71e22201c7a8ac7ead26d3d85c54436c06ae2,final_evaluation
red,55,f1e11e0b7bee67f167296132c256bca93f04d64e9ecfcf228563cce11c8c4e74,final_evaluation
red,56,31a23b8e2334c3cff9dfc738a5db66c7ccf63343dbd4ff1e453ec64973f164d5,training
red,57,41af141fb5546dc88685c92f58260a278ce86afa4322f3565acf184cdb7432e6,training
red,58,44705f0ed4d48377ba6551761bb536e01d94b9201d59410c60c1597bf8ba171a,training
red,59,7c06483c701dc4afb4cc1ab627186a45d14f5d440455aac6c22832a83cb0a8e7,final_evaluation
red,60,b3dac3559285193b6652fa51cad8169e4ae8b11b2408cd3a8a3d713f0b5e57d3,training
red,61,0969157ff26676856b604548108b11e9a5578c6cd704c62e282846c8126a41e8,training
red,62,99be1cd75d324231ce5fce177d3929d3d4e14cc208fce164ace9c58f8cfa5789,training
red,63,c92a75ed89250afd2ba861c2d283fb8274ae00cc73294f3e487402ca1d6193ca,validation
red,64,481af2a650730e8def950c599f6446479ab01a47e4e4c7e7fdb6bd83b65f8dde,training
red,65,38bf9ee64064ec9de1f794903175864a88f1ab421e5b94d5c3528232c1a12987,final_evaluation
red,66,38bf9ee64064ec9de1f794903175864a88f1ab421e5b94d5c3528232c1a12987,final_evaluation
red,67,5e1b7021043a2502b481241e92ce722f62bb6af25af111cfc399fba5026a843f,validation
red,68,1568afdfe5c20a0d7fbab16819170312ea72ba5257911cebdce5d53e16754461,training
red,69,bc5b52ba219e2c36e2775e3810e7233128d5d21084e0a844f093c5e88e0c88d4,training
red,70,9a0a78b0d6ad2d34c2e64662b7c7700259664f94013f644482ce918cd1adf91b,training
red,71,fb35a26dee017ea969207164cd2d7a71b24276a8f7a1ad5608f1442b3fee3258,training
red,72,df99203fa58023a11571a162689d30e0c74bd242b48a8720852f6faa790f3a4d,final_evaluation
red,73,4b37a0d99ff4852a078783effee06e18e09753bc7e7d532624ff743c7e559c21,training
red,74,abfe0eda1cd7a3c5531c05ede6d431db77cb0f8ca24d9a17e5bc8b9ac3c3f14f,validation
red,75,47a969305a829818c5acde4ca454c648fd2c42aa09693c133303a65bb5f991cc,final_evaluation
red,76,dba8101b196952d5d0d0e458c6c684be87c6dcaa5c75549412553e248ccff9a3,final_evaluation
red,77,dba8101b196952d5d0d0e458c6c684be87c6dcaa5c75549412553e248ccff9a3,final_evaluation
red,78,d6b949650649b4f1954635cedad760ef8634838b9a1ca40b46f962e77d406cda,training
red,79,616070c1368bf2138822acc4d2f8e0a6733a169ce07f4848057dfa886fa6b7a3,validation
red,80,e81f1e3c4e18e0aa41aaa0d045f509be3561cea4f478420afe03105fc4b89e13,training
red,81,33c2f1b250975d3d7e01393bda14ceea0755030025c7c6deb209c82f75b30793,training
red,82,038ff5a4e51eae287d1e3483bf44f3a1c5981c13a773218dcc130f7c768afce4,validation
red,83,37087984c87d13681e2ece3e0c2baced43efac5bd72d4b4ab4e05ed1bc4bc08c,training
red,84,b3fb7fc2a18a1435667e7e2515266d33bc7f0875af33b20d6b90a416bcc1d64f,training
red,85,5b6d8e7518368660c8a171121045fd9dc173e616f05faf7d6340ab3aeae2c402,final_evaluation
red,86,b70e632d047d1880e4cad4302b80ad59a85c46fbb6494f77273d96c4ebf30485,final_evaluation
red,87,3b570ff4c19f134db7848bcff91a04793c60459cd008284a0d337d7dbbd55198,training
red,88,9464ad4ae0a09c01ba0684ff089ccf51ddf03211c2e5d3228fcd01e2035863bf,validation
red,89,fc843891845c08010891a652eedde0fcae769e01a2802b448d3a23c94dd807e4,validation
red,90,cc8671a5d52e6d293fd7fe4c2c55aa7067643cbc16dab61d0818473c104ac876,final_evaluation
red,91,3d7f7412528d39d9cf8f16d2a82b194c55a989b99a7a476b7f359d38dc984fd7,training
red,92,3b570ff4c19f134db7848bcff91a04793c60459cd008284a0d337d7dbbd55198,training
red,93,cea9ad267e56e9808c574a14cf6960aff2c358dafe79a59ee047ab02ce88162b,training
red,94,9464ad4ae0a09c01ba0684ff089ccf51ddf03211c2e5d3228fcd01e2035863bf,validation
red,95,e2dffc9289be55b6580f26d111b9a0d35f5fcd4a5ca30e3765ec28e86b5600f2,training
red,96,32305b844effdaca46e81886187e7cc4a6cfcbf8debb56cf188b3b73f52c432d,final_evaluation
red,97,d05142276816683583772a94a687651f8169326a0c97022d667d25894a58e508,training
red,98,0b740d7631c523477c15fbd99f6ae4b2e0a0b2560f21a73e44e4b831c615d15c,training
red,99,c4aa22bcec924f9591f84ac2979fc4abdd222b2026093f624e748b04d589d6a2,training
red,100,6233c5999fa45870bd4144330dcff4d78e46a94e2be012e9e244be1dfd94da74,training
red,101,9da97185cba0e1d9c68d948e6ae646353ad0f5f5688f82547728372590b01ad2,training
red,102,f60b1d1090960803a44fbd505cf442d2cc8e48faea9570fc05f0a6976b9cda02,final_evaluation
red,103,6233c5999fa45870bd4144330dcff4d78e46a94e2be012e9e244be1dfd94da74,training
red,104,15edb3217ebf27626c8b7f0e18bb69bd9ae62a9ea078b4ced9fd27e92c6bbd62,training
red,105,fb6d3372a29805bda9f26b648b4da8105292dc4eac472dc12b2d2ed6459aca08,validation
red,106,15edb3217ebf27626c8b7f0e18bb69bd9ae62a9ea078b4ced9fd27e92c6bbd62,training
red,107,fc8226866210679a1dc6e3d5730d008cd94864723bac4f0eae799ef787abbec7,training
red,108,9a60c33db8ace898be4d8e14a3b860bf182826aa07c77c282fa29c354c88d65f,final_evaluation
red,109,1f2f403018572f6db33efe180a4fd68070a3bc96a7aa3b90da68c8fcfc2d5cf3,training
red,110,29ee2843533fa3a63084f6f2d90f1fca4da24b4470b06b4a32c54d2799ff2290,training
red,111,6a7a905ea0a8221f965a7be61bd8843f69980f73ddb413ef6600099737c7eee6,training
red,112,f7f5372b550ca4f4fbcc5d61255511052872840c121cd172d9a9c26ecb309e32,training
red,113,3727e35a7448e36dbc956525ecef72d8db1067af64d036374f2c8faf67d20e77,training
red,114,24a3baf9622cdad79e3be5a4cc6a70fb87a5f245af6e7ec7ab1b2577c08f0deb,training
red,115,6a7a905ea0a8221f965a7be61bd8843f69980f73ddb413ef6600099737c7eee6,training
red,116,4843c4249affbd18e1ce0afadd6fdc6135822c75fbed7dfd9ef29fd2b315f86a,training
red,117,53b0d8cd903ad31213c8c34dca9dd63bbfc8f9b206411b6cb3e1f88d2812eb7e,training
red,118,b1507dcac40d538e029f7e0e9ea598fbacd26caa45026fa9eee7b73356397f82,training
red,119,d67fa3d783dbe7c4849719546f2e5c27fd3701f711775f92d97866c13622ecf2,training
red,120,6479430eda311d20417959d0d1c1f02fee7deb7565cba917a1ee670394ec3665,training
red,121,fea822bbe1edcd213c6f92900b8ef046df0280d197582610d41cc3b0f0ec8cbd,training
red,122,d67fa3d783dbe7c4849719546f2e5c27fd3701f711775f92d97866c13622ecf2,training
red,123,c2f5470497dfcfbd3935d8b0da82acb816ad41530d26c02f5ded6dd0009f6c4e,validation
red,124,4dee5727be58d87cdbf649db4ddaad1ac3344bb1dbe83c26628cb9e66033e939,training
red,125,87e7d105c666425cabde1c2be4ccc618771ecaec55782df6bf7717ec3215b173,training
red,126,f4fedf76ce72adf3792e54ad3525d131c21517ccbf495be0d8db58f6780a0429,final_evaluation
red,127,dec1afe9af52d67843dfcb3f39ec7e1cf41925aaff358e260cddb00807af7ece,training
red,128,d97adcb5366657ba023608cc5fa4b15a7eb4f33a06085be0a28326ffdc194628,training
red,129,689ded5978012afd1f00adb9d5321a43a44fc552d44745a8c44a935824e0d750,training
red,130,573e96b97115e38a225a9b920b7e28f6253bd9133f1efab3a04ae275e7c3d123,validation
red,131,2aa58abb34f273edb6fb9c0d1db34a6bd3cb01927c539e59c72dfb7d32fb56c2,training
red,132,db593cc02de7a09ae94318eb7714f0e90139bd2fa75656f2e20425b974ab77b6,validation
red,133,db593cc02de7a09ae94318eb7714f0e90139bd2fa75656f2e20425b974ab77b6,validation
red,134,c1df4c541243f98d093bf9944ce1340d04a960f714913b783c590405ce15ab2c,validation
red,135,3303684757203eda1c537441b94a8c78107e5355f2898e4cf7a0277e394373ca,validation
red,136,8fc854dd689a2fa5df4d86703ac8d80bbf9ba8c3176a93ca70c6cff54acaf00d,training
red,137,628f6aec46bc7aac875895f2e5ab838d2a8bc97a243dde3b1917dddc1a6cbeb7,final_evaluation
red,138,048e068e946944af1c705dc4cb5c1329e8e2eac367749d1b38dcaedf30f41e82,training
red,139,7e15beef249f10d09379f429197775109d2407bd87ee4ebf8e902a6d4186459f,training
red,140,4b9bb0627b4469fe98733faf3b7ab09085e2228a76ef2cd646dfdc32b6cc1748,final_evaluation
red,141,8fc854dd689a2fa5df4d86703ac8d80bbf9ba8c3176a93ca70c6cff54acaf00d,training
red,142,628f6aec46bc7aac875895f2e5ab838d2a8bc97a243dde3b1917dddc1a6cbeb7,final_evaluation
red,143,d4b888097f77501f530ecd437162f3d288d12a39cf63a33e8fbf839bc2539a3f,training
red,144,87ba217187112350042a3a1d0311c8d16af97a7f3780d1e863cc9aa0f40e4013,validation
red,145,d4b888097f77501f530ecd437162f3d288d12a39cf63a33e8fbf839bc2539a3f,training
red,146,6b74a23f4c0805492e267e47b6d235d1bfef7306f1b4f1a67f8cdc4dcbcacf94,training
red,147,cfce10f13bfa31c2006c6c2f7a458d1086489299c849637ca3cf024f32b348fc,training
red,148,3d2fdef2ccf129bee485191233f17bdebf07bba1e48e1b97f6144efc9ed507b9,validation
red,149,7bb82493e243599d722b1625bfb28e962a0f7a9f1b6b69ce1935b364d520e479,validation
red,150,0c2a03c07917ff4d92c1571c7c6d1ee17b2965825f0f42c79fd08be50b201972,training
red,151,f8680c7836ee167a66d3332f5b3f2917bbe0a468b7377548c1ea3014589d0f29,validation
red,152,df4d87a0cacd7b73643946cd5226091e93cf3a968bcb67b8bd14cd2325399d62,training
red,153,e958e7daccef20161e6b4bf7db3b299fed1b5d37c4c2fd8b744584023bb5d657,training
red,154,e958e7daccef20161e6b4bf7db3b299fed1b5d37c4c2fd8b744584023bb5d657,training
red,155,d03216c314501dc4fc10d8a7e3bc1870284b72419ae4593819bc5dc316a807f2,training
red,156,b1545d4ef12656d17d4d52343dc028f269316f85302bcf1aa3434f217148b709,final_evaluation
red,157,d03216c314501dc4fc10d8a7e3bc1870284b72419ae4593819bc5dc316a807f2,training
red,158,b1545d4ef12656d17d4d52343dc028f269316f85302bcf1aa3434f217148b709,final_evaluation
red,159,423d8bfb1fbe1f52bcb77964ab0db0a3e64d4dcf81c01f8260b9ef03ede4fac0,training
red,160,8602c3604e03d85206b56764f8d9a87b73e188dce876cc0533041988db11f215,validation
red,161,09e0b514729eeb66919d112f547a3e51c62d24dea153a024997cdba261f3234f,validation
red,162,75100ece8fd2e12288e8aad67da06aca4a9bb0344d64265dd2742178b8b9d99a,validation
red,163,dffa6714081e0ac4bc42eee80342c11fcfe0a456981266bb8b07eff8a86187d4,training
red,164,a76ac3a4428b692f409b57a795c7d2caef14b59ab150c51cff4ccc6769b03d7f,training
red,165,04f6e8ec5d3c016c1f4cebe2701d6e17ee001f8282fb46b1010130404d092ce4,training
red,166,0e04fbc3484e12684a91b7bef7b65cc37c27d989d65602210cb52fa2c25c3951,final_evaluation
red,167,ac1193a0fff30f50f14d48cf272b4ec372ed3d576063dc326ddad010dda6b017,training
red,168,0aafed44ac43d056d80810118c1a7476abeb3a7af4449319a594814efed25318,validation
red,169,edb29fe913f7ed575273bed2a0eafdbdd5946d76f199e4254ba5da1fc718706a,final_evaluation
red,170,92f14a2ac9350398dfe5c81592c8a12331c422121dbea4d81770dd6258e003e3,validation
red,171,41ccae070c4673a073f76167fe43aabda285dfec10f54acd78711670c765ebf2,final_evaluation
red,172,33099ab1e8b4765a9a687d451ab37ec1a3adf506b0bd0923665e0f7213222393,training
red,173,33099ab1e8b4765a9a687d451ab37ec1a3adf506b0bd0923665e0f7213222393,training
red,174,127268148ddb50d925daddf2518453009167b5c90892b506d91cda50a760825b,training
red,175,0a5bcce065e74089d79ebd07f54c66918c2297f925dadc24cdf1faa7943ea3d2,final_evaluation
red,176,0711bb8b5eef50ff6c99f94a97f31b9bd93e04a4564d76d6ec563af4492a7130,training
red,177,0a5bcce065e74089d79ebd07f54c66918c2297f925dadc24cdf1faa7943ea3d2,final_evaluation
red,178,6eb38a43e8078d4a52ff1aeb625622bd6f1c28cbc650c359c4bf4be38f25ad93,validation
red,179,018f4e53001970e0b6f351ec1381b01ef4b2e1d0b9e4da6013fd3a102cf6f82a,training
red,180,1972238c7ae9615f4b6dda69852fb17244eb5deb96e4b6b28d9872fa0082a179,training
red,181,1972238c7ae9615f4b6dda69852fb17244eb5deb96e4b6b28d9872fa0082a179,training
red,182,db91da3d5c02f3bf1c0824eccfe1b7cff16512311eaac00a11bad4e4d01e5a54,validation
red,183,b4868d3f0fd137e12560a1dc1af6d0d6bac14f490af489237f5593e3880b27e2,validation
red,184,d3b9ba18b513de6524565eb37c7ac99e2bb5feded923565a39637a0047ce6f23,validation
red,185,5818d41bdc4486feb5d35c734d592c8665072becbef684888c06fe401bfb01ed,validation
red,186,dc95ddf6af90d00a220a5fc5c5525c5a366ada08edb2fd07165d444348a2cdac,training
red,187,c43b9f728827aa28ec60b4707473fa44f44b3d1c888b87b1929d54a43de9d205,training
red,188,935bfec25216075efc188bf7b544e4d23eb0d907aced29126994bd495159bada,training
red,189,16286d5a1707a1ff7fe67a51fa784f1fd882b3d371e31dfa16e3c920dd94ec35,final_evaluation
red,190,ade6bbd4643c2be9c6787d76c4d524ab0ba8d1a87c398d7fee8a00b347f0c663,training
red,191,e58f7a898f4c5528372a72806549a5e4383bab205797cfd08eab97e528b14a78,training
red,192,6c79fb344dbfd4e7c2cee3d9fca76d5adac8060007e9e5a6787cbf76fa3764e8,training
red,193,7b78dd1fb5193e1a3cd3c011bcf69b27c9330455a9cdc0dada96c828b85e74e2,training
red,194,53738a1d025cf252cf0259a3b77ea1ec200aa8e3a36f2e3a8988a99844d12103,final_evaluation
red,195,53738a1d025cf252cf0259a3b77ea1ec200aa8e3a36f2e3a8988a99844d12103,final_evaluation
red,196,b39e85facaafeafb25220aea9b35c351a2437097be53cda7f95836658bda4369,training
red,197,8dd329d0a04bca758480a64674355a003d885d67ab5691a4d21f52f6498a1919,training
red,198,f19b962b7d5ceb6a232e7b1fccc1f962a139235ff9f57427a3853a7517a76c57,training
red,199,c8a13ca7848fe50d464080a468630e6d379a37b090786f603548543cf5ba35c3,training
red,200,2e5370b18053854a3b930a60d215428365f9b672e98c96c6a31e5dcc2488bbc4,final_evaluation
red,201,36b3a62bbbad24c211108bb3ee4a93d771e3fe1b75f2385be1235af56f5795cc,training
red,202,8d914d70ad37c72b34255aab13fb8daf4d79502500cf1ee514f640dd93e23552,training
red,203,29d02166a0c14fe4897a603090858cc5a0a8867398b89cf77c15d13dbe015125,validation
red,204,42849c3a9ebb58ae8614825c54b1410274e7e1d382cb773ecfe4343000cdf348,validation
red,205,1d55615e7e3953ca38b979e34c2bc0b8f9036222a31d781bc8ab7c701077f514,training
red,206,f2d92c82c01c225f99c86f2b5b4a83cb9b916fc6e738b33cb22f4a5a9adf43ea,final_evaluation
red,207,f2d92c82c01c225f99c86f2b5b4a83cb9b916fc6e738b33cb22f4a5a9adf43ea,final_evaluation
red,208,f34d19345ebdd27ed824a627faa3ea40f463345a53ca82849e2827178c7aaa12,final_evaluation
red,209,ac4032009935b34ebe2b0ae287f9c5e34b9e7263c19d85da5a850aca75c42d81,validation
red,210,cb4b0bcb98306851273164c8608db32b016967a0197a48c279efda3d7df86515,training
red,211,1481d42e05030d68eb1d235bf6989abff0952548370343d1345dd83489b26c47,validation
red,212,3de0e05046569e7d4b4c94f66e055819bb1098f01694213549dc8517d6dcb67f,final_evaluation
red,213,59d68453a182510f3645c5fbc06c52f03cba5d24cc4e076a010ebd3d842ebebf,training
red,214,aeabe2f4e94dd97fc5de3835cd599956cf327686d2b657da2a548be777d8830e,final_evaluation
red,215,0a53ac3d39fd6807314cdac634749934e42e77062b6902d7eaa55bb95e43a017,validation
red,216,0c64716edfa1d8310960f0ce677909ff226cf00a165f5fe3b119d843b4449df8,training
red,217,7ef0c49d93a37e90e7d141e8c7e19a223828c0037639d9d5a0a5643cae81833d,training
red,218,cf7fed40bd0bc17dab02344b34531beb7754043c713f300e232f680782a581c2,training
red,219,59b55f582b0c0de4fe76563741e6287bec19c70727e23869126c574c6f0b9f65,validation
red,220,43f7323cd7d2936fda5f9d6a85670a6593a403a2e99c812b72d281ef1eba7f90,final_evaluation
red,221,052d6828609f6678c3aecfbb15762b65969d6cd31729ad3a73bc94b69f850ad6,validation
red,222,7c294c2d35548b1f3c653059249a77e362092b590defb3802ced037d586be909,training
red,223,c17c065637c7b9e64d394cf5a31bafe2864807319bf650d27268099df3d5b342,final_evaluation
red,224,7920827cc4b33dd72b50f5be078d2e927a01bbf3ea5318fe562ad9c0d2d92caf,validation
red,225,bd9ef9f91794ef2fbec492fdf48b62df2927d136cf103d83f71b938ead4655ec,training
red,226,37c2f94f8a39c9a1033c0790d7bcc77e6de55453db02c574849fb764f5401db9,validation
red,227,740b140bc015529d36b9b6f9d0d0c517739ed0255e5270c692808e68d5e16a47,training
red,228,8e01fa43be28379c5818e565a12245210b7b6677d392ff0569f963cc1d8edab6,training
red,229,37c2f94f8a39c9a1033c0790d7bcc77e6de55453db02c574849fb764f5401db9,validation
red,230,b141af4518e53c5347e224374eb3218139006fc6e98f6f66483ed854bb502b41,final_evaluation
red,231,82f2d601ebb0f9b492fcd36613674b8d48dcd999f3318781b699cfd2f852a631,validation
red,232,6d69c78efed3dbd580aa4ccf6bfb7c0b6ac5ea710b7bb456fe7f5ab800023b3e,final_evaluation
red,233,6fa2b7b6f69f60508a4312c5622b3af09bf37706f698761611c33bec550444b6,validation
red,234,b141af4518e53c5347e224374eb3218139006fc6e98f6f66483ed854bb502b41,final_evaluation
red,235,427ccdc129bd35114f31d2f3061755f751552390138303a3ba0a860d2673018c,training
red,236,3d73f9b7ec133464bd92b2c40ec6d5bd4ebc2c30e6f42aa3da43d4fa62120acc,validation
red,237,3d73f9b7ec133464bd92b2c40ec6d5bd4ebc2c30e6f42aa3da43d4fa62120acc,validation
red,238,05621ce4aa51f2158f72552da196edbd24db5ba1d71a2fa77b44affe88a4f8b8,training
red,239,3d73f9b7ec133464bd92b2c40ec6d5bd4ebc2c30e6f42aa3da43d4fa62120acc,validation
red,240,427ccdc129bd35114f31d2f3061755f751552390138303a3ba0a860d2673018c,training
red,241,f200108163818e2d884fc9e68db1901b592ed4a1dadf8f0900cd9937d00b1bbd,validation
red,242,93a8edb434afa843816c170745cffac14d7b3ec437956ba4964ed288e14ba545,training
red,243,3352e632eff41bdead8890a6268d70204c6c92fb16ec5a2bd733c52fc0cc6065,final_evaluation
red,244,88e41efa79ae9c8efa13258bb04663fa59e4baf5fb9f01c16791870c854001d2,validation
red,245,88e41efa79ae9c8efa13258bb04663fa59e4baf5fb9f01c16791870c854001d2,validation
red,246,1d4092a60b87f5aeaae35be7e818548c0e4c35e6b736ab153ff001fc25623c76,training
red,247,4ed3296b29cfe28f36da910cdc8fe6d4e99c74e5203ca0f27d0499b044dd2777,final_evaluation
red,248,160e968affc8f80bf055b4fd9d973e60723c48a7188fbca9fbc4f8c248f8f92e,training
red,249,94fd9b72b0b3202f17e4d9e1ffe568c233109b34900e30fa4cf8f1abbc2db3bb,training
red,250,1d4092a60b87f5aeaae35be7e818548c0e4c35e6b736ab153ff001fc25623c76,training
red,251,bbc353919ffc9c66d971f99ab66dd963ad0645e227f0581a4abea03d2f200a6f,training
red,252,a4642e1fa8e5494144c2f33147a8c4c0d1be31e8e66580391a7b3eca5c1b0cde,final_evaluation
red,253,16f9ed83d4da33b9391989f023875c17afd500872ecbb7038482e52b260141e2,training
red,254,28e728b573272343c19b0a3266262ee523ae01a7a989a8fc315bba57386d5038,training
red,255,a4642e1fa8e5494144c2f33147a8c4c0d1be31e8e66580391a7b3eca5c1b0cde,final_evaluation
red,256,7f435948a875557a4f1af16099056aba1b0e757039d49660e8c0973376872442,final_evaluation
red,257,a623bf21e4e48720305c815bfb960065ab5db88c2316d1d8cd613e89eea9e861,training
red,258,f512227dee2e4de8af2f40de10bff676fea9193e125a172318dbaf86efbb6141,validation
red,259,dbe60759651b9e7dbcc76b612a7009d430c06c07a575e179c2dd54c613e4d8b0,training
red,260,e8ae2d702b4f7e5f544b18b07435b18b2a1a13867f3ef8eb95d0bebfb86e4c40,training
red,261,f78c73e50ad8100bac6b2325ed70d06ad76817aca46f8e89fa21d9789e968b78,training
red,262,f2d5be6b788bedac597d5edf3c5ec7f6cc6047f477cce450c10ec68b53612b0c,training
red,263,c2e6d025cd6a1458923ade1b488ad374f46a3ed0bf7b3cab5f25ff2bda7c92c8,training
red,264,a759f20e32bfaaaedb6195d20827af6b1bf425837a9f054c49ac1bc9280943e9,training
red,265,84193f0c5c08919f97bc4978c45caccbf1e9bf21828502477ee05b4d31a9bd75,training
red,266,c187573bb0ed73a03ebb8a79ecdf37ee56a17a2fa69d35ba6c29b6e9f23644a3,training
red,267,1b050d5f4b875c0ce468dc6c0ef1b01b6fbb7a6cde04b07afc6e0a8315a3592b,training
red,268,2bd08d481a4235f78be0d73a51f6fe6a5a7ed5baa67c8ac62d838f83b16fb746,final_evaluation
red,269,463c3ca3fe31d90e08c98f708c2eeac1e49fbee64a276269ff72b9024a710839,training
red,270,81f83428d3ff7e2021a232f9d6d08cb4ab6c19d424ff4dfb38f462b9f941a731,final_evaluation
red,271,b9b039054540cb50bab638fc03c2077d324bb9e007620afa0141426da44e77a3,validation
red,272,81f83428d3ff7e2021a232f9d6d08cb4ab6c19d424ff4dfb38f462b9f941a731,final_evaluation
red,273,e3c63fd75931c6af1487f016ab7549b4be99a920d910fd909503e869f42632ff,training
red,274,4d8308066ca3065b031d7f0cd16dd317ad54d6d2bcb16d667facde5ba298e14f,final_evaluation
red,275,dfdf60c39d92e859b98c4275b73cb0f30925ff11a7aeaac7662c1f73d50f234a,final_evaluation
red,276,b9b039054540cb50bab638fc03c2077d324bb9e007620afa0141426da44e77a3,validation
red,277,463c3ca3fe31d90e08c98f708c2eeac1e49fbee64a276269ff72b9024a710839,training
red,278,81f83428d3ff7e2021a232f9d6d08cb4ab6c19d424ff4dfb38f462b9f941a731,final_evaluation
red,279,d48d9ff8e832cffc11672e184e554af8f704a26a8385e095c760fe1ffe1bce07,training
